word,pos
心理,名詞
対,名詞
保証,名詞
朝鮮,名詞
観察,名詞
ヨコハマ,名詞
整理,名詞
優れる,動詞
医療,名詞
太陽,名詞
発言,名詞
奪う,動詞
建設,名詞
伝統,名詞
手続き,名詞
回復,名詞
怒り,名詞
夫人,名詞
市場,名詞
公開,名詞
注目,名詞
伸びる,動詞
観光,名詞
日々,名詞
禁止,名詞
過程,名詞
記者,名詞
戦い,名詞
半ば,名詞
改善,名詞
バランス,名詞
オン,名詞
除く,動詞
要素,名詞
材料,名詞
巡る,動詞
一種,名詞
完成,名詞
議論,名詞
チーム,名詞
民,名詞
注文,名詞
切っ掛け,名詞
勤務,名詞
州,名詞
交渉,名詞
小学,名詞
到着,名詞
積極,名詞
中身,名詞
信用,名詞
撮影,名詞
命ずる,動詞
フジ,名詞
地元,名詞
拒否,名詞
分野,名詞
引っ張る,動詞
ロシア,名詞
節,名詞
ライン,名詞
扱い,名詞
トップ,名詞
感謝,名詞
図る,動詞
世代,名詞
理想,名詞
事態,名詞
府,名詞
座,名詞
応える,動詞
接する,動詞
貢献,名詞
残り,名詞
複数,名詞
野球,名詞
支払い,名詞
朝日,名詞
患者,名詞
看護,名詞
経る,動詞
セックス,名詞
カー,名詞
背景,名詞
加減,名詞
革命,名詞
固定,名詞
下る,動詞
整備,名詞
骨,名詞
得意,名詞
後半,名詞
直後,名詞
結論,名詞
発する,動詞
自殺,名詞
姫,名詞
調整,名詞
恋,名詞
ストレス,名詞
未来,名詞
文書,名詞
オキナワ,名詞
本物,名詞
製品,名詞
実験,名詞
メディア,名詞
層,名詞
保つ,動詞
鬼,名詞
殺人,名詞
帯,名詞
端,名詞
作用,名詞
右手,名詞
念,名詞
寄せる,動詞
トラブル,名詞
症状,名詞
指す,動詞
プログラム,名詞
分かれる,動詞
注,名詞
セット,名詞
溜まる,動詞
拡大,名詞
スピード,名詞
差別,名詞
取得,名詞
概念,名詞
宇宙,名詞
テーマ,名詞
対処,名詞
案,名詞
隠れる,動詞
手術,名詞
一気,名詞
原則,名詞
堪る,動詞
組合,名詞
遭う,動詞
無事,名詞
行,名詞
資金,名詞
覆う,動詞
岩,名詞
破壊,名詞
炎,名詞
抑える,動詞
導入,名詞
陰,名詞
区別,名詞
発行,名詞
バック,名詞
掲載,名詞
出来事,名詞
表面,名詞
喜び,名詞
久しい,形容詞
米国,名詞
刺激,名詞
以後,名詞
有り難い,形容詞
カントウ,名詞
メンバー,名詞
舞台,名詞
方々,名詞
総合,名詞
課題,名詞
背後,名詞
温泉,名詞
スタート,名詞
イタリア,名詞
言語,名詞
巻く,動詞
訓練,名詞
群,名詞
印刷,名詞
設ける,動詞
ナゴヤ,名詞
詳細,名詞
測る,動詞
生かす,動詞
興奮,名詞
場面,名詞
連続,名詞
小屋,名詞
助,名詞
カンサイ,名詞
鋭い,形容詞
職員,名詞
物凄い,形容詞
会長,名詞
増加,名詞
書類,名詞
幕府,名詞
解説,名詞
願い,名詞
序で,名詞
輝く,動詞
輪,名詞
揃う,動詞
策,名詞
商売,名詞
デザイン,名詞
溢れる,動詞
正,名詞
己,名詞
占める,動詞
オブ,名詞
設置,名詞
権力,名詞
捜査,名詞
ノブナガ,名詞
経過,名詞
知り合い,名詞
退職,名詞
親しい,形容詞
前提,名詞
込める,動詞
給料,名詞
駐車,名詞
注ぐ,動詞
株,名詞
桜,名詞
窺う,動詞
嫁,名詞
扉,名詞
券,名詞
加わる,動詞
柱,名詞
活躍,名詞
航空,名詞
現状,名詞
放る,動詞
粉,名詞
訪問,名詞
コントロール,名詞
感動,名詞
物質,名詞
脳,名詞
油,名詞
ブランド,名詞
高級,名詞
ウインドー,名詞
満たす,動詞
パリ,名詞
拭く,動詞
メッセージ,名詞
修理,名詞
解放,名詞
専用,名詞
資本,名詞
危機,名詞
地上,名詞
スタイル,名詞
暮らし,名詞
積む,動詞
支援,名詞
意思,名詞
チャンス,名詞
人類,名詞
上司,名詞
晒す,動詞
列車,名詞
ファイル,名詞
唯一,名詞
工事,名詞
加入,名詞
記念,名詞
会員,名詞
報道,名詞
載せる,動詞
頼る,動詞
当初,名詞
促す,動詞
偶然,名詞
接続,名詞
優先,名詞
沿う,動詞
確保,名詞
我が家,名詞
負う,動詞
幼い,形容詞
役所,名詞
インド,名詞
工夫,名詞
限定,名詞
領域,名詞
勇気,名詞
絶える,動詞
囲む,動詞
博士,名詞
財産,名詞
徹底,名詞
地位,名詞
巣,名詞
藩,名詞
捲る,動詞
並み,名詞
規制,名詞
平和,名詞
ノー,名詞
解く,動詞
務める,動詞
混乱,名詞
速度,名詞
預ける,動詞
業務,名詞
映る,動詞
返る,動詞
核,名詞
コース,名詞
定期,名詞
きつい,形容詞
術,名詞
処分,名詞
運命,名詞
呟く,動詞
生まれ,名詞
提出,名詞
要,名詞
不幸,名詞
記述,名詞
見なす,動詞
大型,名詞
定義,名詞
意志,名詞
招く,動詞
限界,名詞
進行,名詞
診断,名詞
数える,動詞
網,名詞
従来,名詞
煩い,形容詞
意図,名詞
マーク,名詞
天井,名詞
文明,名詞
操作,名詞
機嫌,名詞
孫,名詞
上下,名詞
芸能,名詞
畑,名詞
手数,名詞
棒,名詞
広告,名詞
増す,動詞
提案,名詞
死体,名詞
舌,名詞
適用,名詞
剣,名詞
一致,名詞
救う,動詞
確立,名詞
年度,名詞
タイ,名詞
外れる,動詞
ルール,名詞
思考,名詞
法人,名詞
男子,名詞
メモ,名詞
形態,名詞
チャンネル,名詞
夜中,名詞
瓶,名詞
発達,名詞
根,名詞
相互,名詞
筋,名詞
確定,名詞
方面,名詞
味わう,動詞
免許,名詞
話し掛ける,動詞
評判,名詞
爆発,名詞
防ぐ,動詞
存知,名詞
肉体,名詞
死亡,名詞
控える,動詞
現地,名詞
相応しい,形容詞
低下,名詞
爪,名詞
株式,名詞
自治,名詞
ナンバー,名詞
暴力,名詞
教科,名詞
探る,動詞
埋める,動詞
身分,名詞
本部,名詞
許可,名詞
項目,名詞
武士,名詞
作戦,名詞
製造,名詞
プラス,名詞
弁護,名詞
告白,名詞
思い出,名詞
旨,名詞
受験,名詞
里,名詞
整える,動詞
キュウシュウ,名詞
生物,名詞
合格,名詞
民間,名詞
援助,名詞
辿る,動詞
持ち込む,動詞
気配,名詞
幅,名詞
停止,名詞
好む,動詞
植物,名詞
昨年,名詞
直前,名詞
属する,動詞
代理,名詞
詩,名詞
冷静,名詞
模様,名詞
遣り取り,名詞
鉄道,名詞
得,名詞
統一,名詞
使い,名詞
怪しい,形容詞
香り,名詞
留まる,動詞
増やす,動詞
デー,名詞
口調,名詞
建築,名詞
運,名詞
マスコミ,名詞
ローマ,名詞
某,名詞
象徴,名詞
突く,動詞
全身,名詞
美人,名詞
唇,名詞
方針,名詞
恐れ,名詞
人数,名詞
真実,名詞
稼ぐ,動詞
公共,名詞
順,名詞
懐かしい,形容詞
地区,名詞
キリスト,名詞
将軍,名詞
掲げる,動詞
流行,名詞
缶,名詞
転換,名詞
左手,名詞
竜,名詞
民主,名詞
芸術,名詞
折,名詞
明かり,名詞
交わす,動詞
タイトル,名詞
郡,名詞
代わる,動詞
飛び出す,動詞
苦手,名詞
備える,動詞
予算,名詞
成績,名詞
選挙,名詞
崩れる,動詞
離す,動詞
入力,名詞
美,名詞
冗談,名詞
取材,名詞
性質,名詞
真似,名詞
強制,名詞
高速,名詞
こだわる,動詞
燃える,動詞
税金,名詞
根拠,名詞
親子,名詞
跡,名詞
動作,名詞
逮捕,名詞
話し合う,動詞
騙す,動詞
帰国,名詞
大声,名詞
放つ,動詞
議員,名詞
付近,名詞
借金,名詞
敷く,動詞
自慢,名詞
陥る,動詞
此の世,名詞
バッグ,名詞
勝負,名詞
発揮,名詞
論文,名詞
鍋,名詞
継続,名詞
発売,名詞
親戚,名詞
係,名詞
確信,名詞
標準,名詞
何事,名詞
後悔,名詞
映像,名詞
同僚,名詞
帝国,名詞
思い切る,動詞
夕食,名詞
出会い,名詞
キス,名詞
強調,名詞
皮,名詞
二三,名詞
体重,名詞
犠牲,名詞
宣言,名詞
屋根,名詞
悩み,名詞
論理,名詞
面接,名詞
重視,名詞
圧倒,名詞
追い掛ける,動詞
留学,名詞
ヒロシマ,名詞
長期,名詞
呼吸,名詞
ワイン,名詞
風景,名詞
少々,名詞
蓋,名詞
突き込む,動詞
意,名詞
ヤマト,名詞
生える,動詞
愛情,名詞
説得,名詞
手前,名詞
衝撃,名詞
電子,名詞
生み出す,動詞
古代,名詞
クリーム,名詞
学習,名詞
魂,名詞
出入り,名詞
頬,名詞
餌,名詞
素人,名詞
服装,名詞
取り組む,動詞
譲る,動詞
押し付ける,動詞
各地,名詞
上記,名詞
パワー,名詞
武器,名詞
冷蔵,名詞
階級,名詞
ハウス,名詞
称する,動詞
部下,名詞
崩壊,名詞
取り戻す,動詞
時刻,名詞
思い付く,動詞
読者,名詞
汁,名詞
収める,動詞
農業,名詞
信仰,名詞
猿,名詞
本質,名詞
地面,名詞
活用,名詞
把握,名詞
最中,名詞
成果,名詞
主体,名詞
満ちる,動詞
協会,名詞
祭り,名詞
名称,名詞
ショー,名詞
意気,名詞
高める,動詞
大正,名詞
光景,名詞
美術,名詞
方式,名詞
宿,名詞
湧く,動詞
知人,名詞
割る,動詞
反省,名詞
高齢,名詞
アンド,名詞
内側,名詞
絞る,動詞
大統領,名詞
ニューヨーク,名詞
視点,名詞
自覚,名詞
哲学,名詞
パターン,名詞
シリーズ,名詞
応援,名詞
連合,名詞
牛,名詞
口座,名詞
著作,名詞
殴る,動詞
メニュー,名詞
飛び込む,動詞
カット,名詞
天下,名詞
嘗める,動詞
損,名詞
フクオカ,名詞
足元,名詞
政権,名詞
揃える,動詞
働き,名詞
柄,名詞
入手,名詞
大手,名詞
効く,動詞
原理,名詞
トクガワ,名詞
味方,名詞
印,名詞
作家,名詞
漂う,動詞
極端,名詞
出現,名詞
期限,名詞
誤解,名詞
対立,名詞
ゴム,名詞
ナガサキ,名詞
擦る,動詞
充実,名詞
仕組み,名詞
漏れる,動詞
マイナス,名詞
動産,名詞
ぶつかる,動詞
謎,名詞
戦闘,名詞
通知,名詞
心臓,名詞
ヒデヨシ,名詞
発想,名詞
諸国,名詞
装置,名詞
出来上がる,動詞
助かる,動詞
乾燥,名詞
タイワン,名詞
技,名詞
候補,名詞
事前,名詞
監視,名詞
手元,名詞
動機,名詞
熟す,動詞
票,名詞
考慮,名詞
浮く,動詞
当日,名詞
引き上げる,動詞
室内,名詞
クリック,名詞
シンジュク,名詞
御負け,名詞
布,名詞
実感,名詞
勢力,名詞
交流,名詞
賛成,名詞
作,名詞
再度,名詞
構える,動詞
追加,名詞
保障,名詞
申請,名詞
下す,動詞
獲得,名詞
学問,名詞
オイル,名詞
血液,名詞
一々,名詞
タイミング,名詞
苦しむ,動詞
感想,名詞
刺す,動詞
深夜,名詞
本書,名詞
後者,名詞
ドライブ,名詞
オウベイ,名詞
徐々,名詞
延長,名詞
硬い,形容詞
実践,名詞
煙,名詞
用語,名詞
重なる,動詞
コメント,名詞
温かい,形容詞
坊,名詞
京,名詞
創造,名詞
配る,動詞
預かる,動詞
感染,名詞
震える,動詞
ソ連,名詞
運営,名詞
バイク,名詞
接触,名詞
幹線,名詞
首相,名詞
分類,名詞
更新,名詞
蛇,名詞
慎重,名詞
配慮,名詞
差し出す,動詞
秩序,名詞
上昇,名詞
温度,名詞
墓,名詞
看板,名詞
設立,名詞
指揮,名詞
側面,名詞
要因,名詞
出演,名詞
メリット,名詞
復活,名詞
根本,名詞
悔しい,形容詞
出でる,動詞
ユダヤ,名詞
女房,名詞
本格,名詞
カバー,名詞
築く,動詞
傍ら,名詞
問い,名詞
雇用,名詞
海軍,名詞
独身,名詞
ネットワーク,名詞
事項,名詞
潰す,動詞
思い込む,動詞
ダウン,名詞
銃,名詞
塔,名詞
防止,名詞
達成,名詞
宣伝,名詞
引き受ける,動詞
有する,動詞
見出だす,動詞
中間,名詞
アクセス,名詞
列,名詞
犯す,動詞
効率,名詞
変わり,名詞
保育,名詞
賞,名詞
疑い,名詞
外部,名詞
隙間,名詞
業者,名詞
初心,名詞
陣,名詞
栄養,名詞
措置,名詞
ルーム,名詞
顎,名詞
緊急,名詞
原稿,名詞
兵士,名詞
飯,名詞
別れ,名詞
戦略,名詞
向上,名詞
破る,動詞
チバ,名詞
意義,名詞
浮かべる,動詞
疲れ,名詞
年寄り,名詞
始末,名詞
名乗る,動詞
膨らむ,動詞
皮膚,名詞
共有,名詞
信号,名詞
詰める,動詞
作り出す,動詞
大半,名詞
反映,名詞
企画,名詞
支持,名詞
枠,名詞
タオル,名詞
ニュー,名詞
所得,名詞
通過,名詞
大会,名詞
相続,名詞
英,名詞
癌,名詞
審査,名詞
素材,名詞
解消,名詞
飽きる,動詞
裸,名詞
背負う,動詞
傷付ける,動詞
入り込む,動詞
同意,名詞
強化,名詞
放置,名詞
受け止める,動詞
蔵,名詞
実力,名詞
警戒,名詞
エッチ,名詞
次ぐ,動詞
コウベ,名詞
ビジネス,名詞
食品,名詞
個性,名詞
苛々,名詞
引き摺る,動詞
理屈,名詞
共産,名詞
試みる,動詞
申告,名詞
生涯,名詞
一面,名詞
決意,名詞
帰宅,名詞
普及,名詞
観念,名詞
完璧,名詞
駆る,動詞
一家,名詞
ロンドン,名詞
所属,名詞
針,名詞
脚,名詞
最悪,名詞
クリスマス,名詞
両者,名詞
一斉,名詞
福祉,名詞
剥く,動詞
開催,名詞
止め,名詞
勝利,名詞
経緯,名詞
見守る,動詞
減少,名詞
高まる,動詞
厚生,名詞
氷,名詞
焦る,動詞
交代,名詞
滞在,名詞
侵入,名詞
こつ,名詞
幸福,名詞
挑戦,名詞
公式,名詞
虎,名詞
修正,名詞
外出,名詞
素早い,形容詞
同居,名詞
行方,名詞
掌,名詞
大陸,名詞
スペース,名詞
長男,名詞
飲み込む,動詞
沈む,動詞
推測,名詞
成り立つ,動詞
引き取る,動詞
潜る,動詞
タイヘイ鱻外,名詞
物理,名詞
前半,名詞
オフ,名詞
取り込む,動詞
ゴルフ,名詞
受信,名詞
役立つ,動詞
掲示,名詞
カウンター,名詞
釣り,名詞
さす,動詞
感心,名詞
唱える,動詞
引用,名詞
見上げる,動詞
逃れる,動詞
矛盾,名詞
帝,名詞
胃,名詞
メーン,名詞
痛む,動詞
減らす,動詞
欠ける,動詞
スター,名詞
金融,名詞
めでたい,形容詞
巻き込む,動詞
松,名詞
鳴らす,動詞
数十,名詞
勿体,名詞
ピンク,名詞
大戦,名詞
デジタル,名詞
吸収,名詞
体力,名詞
現金,名詞
論ずる,動詞
ワード,名詞
籠もる,動詞
家事,名詞
推進,名詞
好意,名詞
絡む,動詞
造る,動詞
化学,名詞
軍事,名詞
倒す,動詞
日頃,名詞
ハンシン,名詞
記入,名詞
美容,名詞
職人,名詞
田,名詞
合理,名詞
林檎,名詞
大人しい,形容詞
引っ掛かる,動詞
沈黙,名詞
傷付く,動詞
導く,動詞
冷凍,名詞
ねた,名詞
書き込む,動詞
損害,名詞
堂々,名詞
半島,名詞
引き出す,動詞
着,名詞
ギリシャ,名詞
雇う,動詞
依存,名詞
例外,名詞
辿り着く,動詞
谷,名詞
軽,名詞
貧しい,形容詞
巨人,名詞
治まる,動詞
予測,名詞
名誉,名詞
故郷,名詞
漏らす,動詞
台詞,名詞
条約,名詞
バンク,名詞
英国,名詞
遺伝,名詞
交ぜる,動詞
ブルー,名詞
騒ぎ,名詞
熊,名詞
不快,名詞
貧乏,名詞
類い,名詞
学会,名詞
シーン,名詞
取り,名詞
サッポロ,名詞
体系,名詞
由来,名詞
蹴る,動詞
酔う,動詞
染みる,動詞
車両,名詞
プレーヤー,名詞
ミルク,名詞
鼠,名詞
グリーン,名詞
流行る,動詞
才能,名詞
驚き,名詞
個々,名詞
継ぐ,動詞
帯びる,動詞
銀,名詞
オフィス,名詞
尊敬,名詞
部隊,名詞
反する,動詞
溜め息,名詞
嵌まる,動詞
仕舞い,名詞
勘違い,名詞
オランダ,名詞
前日,名詞
デート,名詞
狂う,動詞
平等,名詞
金属,名詞
姉妹,名詞
当該,名詞
財政,名詞
北朝鮮,名詞
一族,名詞
補助,名詞
長年,名詞
半身,名詞
意地,名詞
ラーメン,名詞
非難,名詞
事例,名詞
留める,動詞
筋肉,名詞
入札,名詞
蛾,名詞
合計,名詞
ダイエット,名詞
振るう,動詞
宴,名詞
付け加える,動詞
実質,名詞
関わり,名詞
葬儀,名詞
国立,名詞
弟子,名詞
若干,名詞
イズ,名詞
冷める,動詞
精,名詞
飛ばす,動詞
甲斐,名詞
設計,名詞
汚れ,名詞
貴族,名詞
苦痛,名詞
余所,名詞
観点,名詞
学者,名詞
披露,名詞
札,名詞
都会,名詞
順番,名詞
市販,名詞
スペイン,名詞
首都,名詞
基地,名詞
理事,名詞
回数,名詞
湾,名詞
決断,名詞
予備,名詞
司令,名詞
呼び掛ける,動詞
調理,名詞
結び付く,動詞
和,名詞
説く,動詞
債権,名詞
正常,名詞
性能,名詞
想定,名詞
持ち出す,動詞
野,名詞
平,名詞
似合う,動詞
アウト,名詞
最新,名詞
炊く,動詞
阿呆,名詞
失業,名詞
役人,名詞
イエヤス,名詞
人事,名詞
コーナー,名詞
堅い,形容詞
朝食,名詞
仏,名詞
正当,名詞
悲しみ,名詞
本能,名詞
燐,名詞
キッチン,名詞
通用,名詞
地帯,名詞
サラリーマン,名詞
溶ける,動詞
実態,名詞
小型,名詞
固まり,名詞
前方,名詞
付属,名詞
豆腐,名詞
トウホク,名詞
コミュニケーション,名詞
出張,名詞
人工,名詞
人格,名詞
傾ける,動詞
廃止,名詞
分離,名詞
従業,名詞
設備,名詞
確率,名詞
手当て,名詞
様式,名詞
怒鳴る,動詞
足る,動詞
サッカー,名詞
農民,名詞
進歩,名詞
典型,名詞
乗り込む,動詞
蘇る,動詞
紐,名詞
削る,動詞
写る,動詞
前者,名詞
体質,名詞
一行,名詞
配置,名詞
演ずる,動詞
法則,名詞
持ち主,名詞
謳う,動詞
取り入れる,動詞
派手,名詞
越す,動詞
餡,名詞
分割,名詞
一目,名詞
裏切る,動詞
博物,名詞
盛り上がる,動詞
施す,動詞
名義,名詞
銜える,動詞
住まい,名詞
オプション,名詞
近年,名詞
復帰,名詞
未満,名詞
幹部,名詞
片手,名詞
弁,名詞
悪戯,名詞
果てる,動詞
ツール,名詞
客観,名詞
察する,動詞
商人,名詞
刻む,動詞
自立,名詞
亀,名詞
ナラ,名詞
カマクラ,名詞
広場,名詞
中年,名詞
手間,名詞
宿泊,名詞
商店,名詞
介護,名詞
担う,動詞
拡張,名詞
投資,名詞
